1975,1,30,3885
1975,1,31,3893
1975,2,1,4058
1975,2,2,4114
1975,2,3,4024
1975,2,4,3968
1975,2,5,4083
1975,2,6,4106
1975,2,7,4110
1975,2,8,3986
1975,2,9,3914
1975,2,10,3973
1975,2,11,3997
1975,2,12,4132
1975,2,13,4180
1975,2,14,3967
1975,2,15,3795
1975,2,16,3916
1975,2,17,4015
1975,2,18,4105
1975,2,19,4128
1975,2,20,4017
1975,2,21,3898
1975,2,22,3855
1975,2,23,3854
1975,2,24,3917
1975,2,25,3857
1975,2,26,3755
1975,2,27,3728
1975,2,28,3817
1975,3,1,4057
1975,3,2,4211
1975,3,3,4008
1975,3,4,3796
1975,3,5,3747
1975,3,6,3839
1975,3,7,3926
1975,3,8,4026
1975,3,9,3954
1975,3,10,3876
1975,3,11,4011
1975,3,12,4064
1975,3,13,4097
1975,3,14,4281
1975,3,15,4246
1975,3,16,4091
1975,3,17,4241
1975,3,18,4260
1975,3,19,4257
1975,3,20,4232
1975,3,21,4011
1975,3,22,3959
1975,3,23,4049
1975,3,24,4056
1975,3,25,4055
1975,3,26,4046
1975,3,27,3927
1975,3,28,3878
1975,3,29,3998
1975,3,30,4157
1975,3,31,4046
1975,4,1,3776
1975,4,2,3849
1975,4,3,3939
1975,4,4,3685
1975,4,5,3736
1975,4,6,4016
1975,4,7,4144
1975,4,8,4130
1975,4,9,4090
1975,4,10,4078
1975,4,11,4114
1975,4,12,4079
1975,4,13,3965
1975,4,14,3898
1975,4,15,4151
1975,4,16,4197
1975,4,17,4160
1975,4,18,4159
1975,4,19,3928
1975,4,20,3831
1975,4,21,3817
1975,5,14,4059
1975,5,15,4041
1975,5,16,4069
1975,5,17,4066
1975,5,18,4092
1975,5,19,4125
1975,5,20,4083
1975,5,21,4029
1975,5,22,4036
1975,5,23,4089
1975,5,24,4070
1975,5,25,4163
1975,5,26,4276
1975,5,27,4161
1975,5,28,4110
1975,5,29,4062
1975,5,30,4071
1975,5,31,4090
1975,6,1,4069
1975,6,2,4063
1975,6,3,4075
1975,6,4,4090
1975,6,5,4104
1975,6,6,4205
1975,6,7,4244
1975,6,8,4213
1975,6,9,4168
1975,6,10,4169
1975,6,11,4109
1975,6,12,4020
1975,6,13,4076
1975,6,14,4144
1975,6,15,4147
1975,6,16,4129
1975,6,17,4109
1975,6,18,4079
1975,6,19,4050
1975,6,20,4049
1975,6,21,4083
1975,6,22,4047
1975,6,23,3925
1975,6,24,3848
1975,6,25,3892
1975,6,26,4048
1975,6,27,4111
1975,6,28,4101
1975,6,29,4150
1975,6,30,4392
