1992,9,4,2020
1992,9,5,1981
1992,9,6,1966
1992,9,7,1933
1992,9,8,1915
1992,9,9,1900
1992,9,10,1974
1992,9,11,1977
1992,9,12,1834
1992,9,13,1919
1992,9,14,2034
1992,9,15,2000
1992,9,16,1986
1992,9,17,1931
1992,9,18,1884
1992,9,19,1788
1992,9,20,1785
1992,9,21,1929
1992,9,22,1929
1992,9,23,1856
1992,9,24,1869
1992,9,25,1857
1992,9,26,1795
1992,9,27,1859
1992,9,28,1918
1992,9,29,1862
1992,9,30,1844
1992,10,1,1844
1992,10,2,1813
1992,10,3,1865
1992,10,4,1918
1992,10,5,1873
1992,10,6,1787
1992,10,7,1845
1992,10,8,1984
1992,10,9,1855
1992,10,10,1876
1992,10,11,1799
1992,10,12,1765
1992,10,13,1765
1992,10,14,1813
1992,10,15,1902
1992,10,16,1947
1992,10,17,1972
1992,10,18,1922
1992,10,19,1827
1992,10,20,1754
1992,10,21,1771
1992,10,22,1741
1992,10,23,1780
1992,10,24,1853
1992,10,25,1872
1992,10,26,1892
1992,10,27,1855
1992,10,28,1823
1992,10,29,1869
1992,10,30,1955
1992,10,31,1885
1992,11,1,1846
1992,11,2,1886
1992,11,3,1856
1992,11,4,1823
1992,11,5,1798
1992,11,6,1808
1992,11,7,1866
1992,11,8,2003
1992,11,9,1994
1992,11,10,1981
1992,11,11,1971
1992,11,12,1901
1992,11,13,1817
1992,11,14,1792
1992,11,15,1828
1992,11,16,1863
1992,11,17,1961
1992,11,18,1949
1992,11,19,1908
1992,11,20,2029
1992,11,21,2094
1992,11,22,2013
1992,11,23,2051
1992,11,24,2122
1992,11,25,2035
1992,11,26,1970
1992,11,27,1983
1992,11,28,1975
1992,11,29,1934
1992,11,30,1889
1992,12,1,1867
1992,12,2,1861
1992,12,3,1888
1992,12,4,1913
1992,12,5,1874
1992,12,6,1847
1992,12,7,1848
1992,12,8,1838
1992,12,9,1805
1992,12,10,1826
1992,12,11,1850
1992,12,12,1924
1992,12,13,1946
1992,12,14,1832
1992,12,15,1812
1992,12,16,1717
1992,12,17,1687
1992,12,18,1777
1992,12,19,1851
1992,12,20,1856
1992,12,21,1822
1992,12,22,1838
1992,12,23,1889
1992,12,24,1932
1992,12,25,1909
1992,12,26,1924
1992,12,27,1977
1992,12,28,1901
1992,12,29,1839
1992,12,30,1880
1992,12,31,1876
1993,1,1,1876
1993,1,2,1957
1993,1,3,1879
1993,1,4,1816
1993,1,5,1850
1993,1,6,1874
1993,1,7,1906
1993,1,8,1902
1993,1,9,1862
1993,1,10,1840
1993,1,11,1834
1993,1,12,1770
1993,1,13,1834
1993,1,14,1898
1993,1,15,1927
1993,1,16,1956
1993,1,17,1896
1993,1,18,1856
1993,1,19,1878
1993,1,20,1867
1993,1,21,1844
1993,1,22,1935
1993,1,23,1955
1993,1,24,1919
1993,1,25,1846
1993,1,26,1890
1993,1,27,1876
1993,1,28,1829
1993,1,29,1798
1993,1,30,1780
1993,1,31,1810
1993,2,1,1853
1993,2,2,1884
1993,2,3,1903
1993,2,4,1820
1993,2,5,1832
1993,2,6,1887
1993,2,7,1831
1993,2,8,1841
1993,2,9,1912
1993,2,10,2010
1993,2,11,1942
1993,2,12,1805
1993,2,13,1868
1993,2,14,1962
1993,2,15,1884
1993,2,16,1839
1993,2,17,1881
1993,2,18,1901
1993,2,19,1962
1993,2,20,1924
1993,2,21,1927
1993,2,22,1915
1993,2,23,1859
1993,2,24,1899
1993,2,25,2051
1993,2,26,2063
1993,2,27,2023
1993,2,28,2039
1993,3,1,1938
1993,3,2,1883
1993,3,3,1899
1993,3,4,1870
1993,3,5,1860
1993,3,6,1880
1993,3,7,1901
1993,3,8,1894
1993,3,9,1873
1993,3,10,1788
1993,3,11,1762
1993,3,12,1783
1993,3,13,1822
1993,3,14,1847
1993,3,15,1831
1993,3,16,1805
1993,3,17,1792
1993,3,18,1790
1993,3,19,1803
1993,3,20,1853
1993,3,21,1873
1993,3,22,1880
1993,3,23,1819
1993,3,24,1858
1993,3,25,1905
1993,3,26,1931
1993,3,27,1950
1993,3,28,1885
1993,3,29,1851
