,year,level_norm,city,count
1,1964,0.0,Boston,5
2,1965,1.8,Boston,5
3,1966,13.5,Boston,5
4,1967,27.6,Boston,5
5,1968,18.7,Boston,5
6,1969,61.2,Boston,5
7,1970,43.4,Boston,5
8,1971,55.5,Boston,5
9,1972,77.3,Boston,5
10,1973,76.5,Boston,5
11,1974,40.6,Boston,5
12,1975,50.7,Boston,5
13,1976,13.8,Boston,5
14,1977,47.9,Boston,5
15,1978,50.6,Boston,5
16,1979,20.1,Boston,5
17,1980,17.9,Boston,5
18,1981,35.9,Boston,5
19,1982,19.4,Boston,5
20,1983,97.2,Boston,5
21,1984,72.5,Boston,5
22,1985,67.2,Boston,5
23,1986,47.9,Boston,5
24,1987,67.0,Boston,5
25,1988,34.1,Boston,5
26,1989,27.2,Boston,5
27,1990,37.6,Boston,5
28,1991,75.3,Boston,5
29,1992,70.1,Boston,5
30,1993,81.8,Boston,5
31,1994,31.4,Boston,5
32,1995,71.1,Boston,5
33,1996,128.3,Boston,5
34,1997,116.9,Boston,5
35,1998,136.2,Boston,5
36,1999,84.8,Boston,5
37,2000,86.5,Boston,5
38,2001,82.6,Boston,5
39,2002,82.1,Boston,5
40,2003,104.4,Boston,5
41,2004,109.5,Boston,5
42,2005,163.8,Boston,5
43,2006,147.1,Boston,5
44,2007,110.7,Boston,5
45,2008,131.8,Boston,5
46,2009,168.1,Boston,5
47,2010,229.8,Boston,5
48,2011,191.2,Boston,5
49,2012,173.4,Boston,5
50,2013,164.8,Boston,5
51,2014,165.9,Boston,5
