,year,level_norm,city,count
1,1964,0.0,Pensacola,31
2,1965,55.0,Pensacola,31
3,1966,10.3,Pensacola,31
4,1967,50.8,Pensacola,31
5,1968,-16.5,Pensacola,31
6,1969,20.3,Pensacola,31
7,1970,54.7,Pensacola,31
8,1971,53.7,Pensacola,31
9,1972,91.6,Pensacola,31
10,1973,129.1,Pensacola,31
11,1974,86.7,Pensacola,31
12,1975,162.0,Pensacola,31
13,1976,42.3,Pensacola,31
14,1977,78.9,Pensacola,31
15,1978,56.5,Pensacola,31
16,1979,81.0,Pensacola,31
17,1980,52.6,Pensacola,31
18,1981,41.6,Pensacola,31
19,1982,61.5,Pensacola,31
20,1983,112.3,Pensacola,31
21,1984,98.2,Pensacola,31
22,1985,105.5,Pensacola,31
23,1986,102.4,Pensacola,31
24,1987,69.3,Pensacola,31
25,1988,38.1,Pensacola,31
26,1989,49.8,Pensacola,31
27,1990,94.9,Pensacola,31
28,1991,107.4,Pensacola,31
29,1992,100.3,Pensacola,31
30,1993,60.0,Pensacola,31
31,1994,97.8,Pensacola,31
32,1995,113.4,Pensacola,31
33,1996,89.3,Pensacola,31
34,1997,105.1,Pensacola,31
35,1998,136.6,Pensacola,31
36,1999,132.5,Pensacola,31
37,2000,92.0,Pensacola,31
38,2001,92.6,Pensacola,31
39,2002,110.4,Pensacola,31
40,2003,164.7,Pensacola,31
41,2004,87.5,Pensacola,31
42,2005,156.5,Pensacola,31
43,2006,90.5,Pensacola,31
44,2007,113.8,Pensacola,31
45,2008,137.5,Pensacola,31
46,2009,178.3,Pensacola,31
47,2010,157.0,Pensacola,31
48,2011,121.1,Pensacola,31
49,2012,193.1,Pensacola,31
50,2013,194.7,Pensacola,31
51,2014,178.8,Pensacola,31
