,year,level_norm,city,count
1,1964,0.0,Yakutat,42
2,1965,85.1,Yakutat,42
3,1966,10.3,Yakutat,42
4,1967,20.0,Yakutat,42
5,1968,1.1,Yakutat,42
6,1969,12.9,Yakutat,42
7,1970,-20.4,Yakutat,42
8,1971,-80.1,Yakutat,42
9,1972,-112.5,Yakutat,42
10,1973,4.9,Yakutat,42
11,1974,-40.8,Yakutat,42
12,1975,-73.6,Yakutat,42
13,1976,-11.2,Yakutat,42
14,1977,-59.3,Yakutat,42
15,1978,-82.9,Yakutat,42
16,1979,-3.7,Yakutat,42
17,1980,-62.1,Yakutat,42
18,1981,-39.9,Yakutat,42
19,1982,-106.8,Yakutat,42
20,1983,-41.7,Yakutat,42
21,1984,-66.9,Yakutat,42
22,1985,-174.6,Yakutat,42
23,1986,-105.7,Yakutat,42
24,1987,-49.7,Yakutat,42
25,1988,-116.4,Yakutat,42
26,1989,-222.6,Yakutat,42
27,1990,-205.0,Yakutat,42
28,1991,-208.1,Yakutat,42
29,1992,-156.8,Yakutat,42
30,1993,-230.0,Yakutat,42
31,1994,-191.5,Yakutat,42
32,1995,-216.2,Yakutat,42
33,1996,-259.6,Yakutat,42
34,1997,-197.4,Yakutat,42
35,1998,-254.6,Yakutat,42
36,1999,-259.5,Yakutat,42
37,2000,-289.2,Yakutat,42
38,2001,-262.5,Yakutat,42
39,2002,-337.9,Yakutat,42
40,2003,-313.4,Yakutat,42
41,2004,-349.6,Yakutat,42
42,2005,-318.2,Yakutat,42
43,2006,-365.0,Yakutat,42
44,2007,-418.0,Yakutat,42
45,2008,-449.3,Yakutat,42
46,2009,-483.3,Yakutat,42
47,2010,-416.3,Yakutat,42
48,2011,-484.6,Yakutat,42
49,2012,-484.6,Yakutat,42
50,2013,-586.3,Yakutat,42
51,2014,-492.8,Yakutat,42
