,year,level_norm,city,count
1,1964,0.0,Honolulu,14
2,1965,-15.2,Honolulu,14
3,1966,-2.1,Honolulu,14
4,1967,-37.7,Honolulu,14
5,1968,22.1,Honolulu,14
6,1969,35.0,Honolulu,14
7,1970,-24.4,Honolulu,14
8,1971,-31.3,Honolulu,14
9,1972,-31.5,Honolulu,14
10,1973,6.3,Honolulu,14
11,1974,60.5,Honolulu,14
12,1975,-27.2,Honolulu,14
13,1976,-6.6,Honolulu,14
14,1977,11.8,Honolulu,14
15,1978,44.0,Honolulu,14
16,1979,21.0,Honolulu,14
17,1980,60.6,Honolulu,14
18,1981,87.7,Honolulu,14
19,1982,-0.2,Honolulu,14
20,1983,14.6,Honolulu,14
21,1984,61.2,Honolulu,14
22,1985,32.5,Honolulu,14
23,1986,-29.7,Honolulu,14
24,1987,-2.0,Honolulu,14
25,1988,83.6,Honolulu,14
26,1989,20.4,Honolulu,14
27,1990,-28.8,Honolulu,14
28,1991,15.2,Honolulu,14
29,1992,53.8,Honolulu,14
30,1993,38.3,Honolulu,14
31,1994,32.6,Honolulu,14
32,1995,95.0,Honolulu,14
33,1996,76.9,Honolulu,14
34,1997,61.5,Honolulu,14
35,1998,-8.5,Honolulu,14
36,1999,42.4,Honolulu,14
37,2000,8.9,Honolulu,14
38,2001,23.9,Honolulu,14
39,2002,18.8,Honolulu,14
40,2003,91.8,Honolulu,14
41,2004,91.4,Honolulu,14
42,2005,60.9,Honolulu,14
43,2006,90.6,Honolulu,14
44,2007,53.0,Honolulu,14
45,2008,60.4,Honolulu,14
46,2009,13.6,Honolulu,14
47,2010,36.8,Honolulu,14
48,2011,33.2,Honolulu,14
49,2012,36.6,Honolulu,14
50,2013,49.8,Honolulu,14
51,2014,69.0,Honolulu,14
