year,level_norm,city,latitude,longtitude
1994,0.0,Sand Point,55.33700,-160.50200
1995,47.6,Sand Point,55.33700,-160.50200
1996,-50.1,Sand Point,55.33700,-160.50200
1997,52.2,Sand Point,55.33700,-160.50200
1998,49.9,Sand Point,55.33700,-160.50200
1999,-25.9,Sand Point,55.33700,-160.50200
2000,8.6,Sand Point,55.33700,-160.50200
2001,35.7,Sand Point,55.33700,-160.50200
2002,25.3,Sand Point,55.33700,-160.50200
2003,80.2,Sand Point,55.33700,-160.50200
2004,58.5,Sand Point,55.33700,-160.50200
2005,30.9,Sand Point,55.33700,-160.50200
2006,31.4,Sand Point,55.33700,-160.50200
2007,6.4,Sand Point,55.33700,-160.50200
2008,16.6,Sand Point,55.33700,-160.50200
2009,9.4,Sand Point,55.33700,-160.50200
2010,63.1,Sand Point,55.33700,-160.50200
2011,7.1,Sand Point,55.33700,-160.50200
2012,24.3,Sand Point,55.33700,-160.50200
2013,-19.1,Sand Point,55.33700,-160.50200
2014,106.8,Sand Point,55.33700,-160.50200
